Content,Date,Compound,Sentiment,Thème
"Des nouvelles de la main bien visible de 🦣l'État🦣 :
les 120 milliards de nos euros dépensés pour la transition énergétique administrée
n’ont pas réduit d’une seule tonne nos émissions de CO2
(et ça n'a aucune raison de changer)
atlantico.fr/article/decrypt…",2023-04-09,0.6131,Positif,Développement de la production d'énergie et réglementations européennes
"#Basquiat x #Warhol géniaux précurseurs en tout, même sur la transition énergétique 👍 😉#GreenEnergy 
Une exposition exceptionnelle à la Fondation Louis Vuitton",2023-04-09,0.7269,Positif,Développement de la production d'énergie et réglementations européennes
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-09,0.5991,Positif,Développement de la production d'énergie et réglementations européennes
"2/ Chez nous en France, Bitcoin permettrait d’accélérer la transition énergétique car en stabilisant le grid électrique, celui-ci accélère l’implantation des énergies renouvelables. Cf ERCOT au Texas :",2023-04-09,0.658,Positif,Développement de la production d'énergie et réglementations européennes
"💯
L'hypocrisie est d'autant plus frustrante quand on connaît l'impact qu'aurait le retardement de la transition énergétique... 😡",2023-04-09,0.6722,Positif,Plan d'investissement industriel
Je suis scandalisé! J’ai été arrêté par la gendarmerie alors que je chantais la #Marseillaise à 150km/h à bord de mon hybride rechargeable. Ce gouvernement est contre les citoyens engagés pour la transition énergétique.,2023-04-09,0.4574,Positif,Projet d'énergie durable et politiques gouvernementales
Transition énergétique = ARNAQUE !,2023-04-10,-0.4796,Negatif,Développement de la production d'énergie et réglementations européennes
"Je vais pas trop bien ces temps-ci, je fume comme comme la transition énergétique allemande.",2023-04-10,-0.0682,Negatif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique Les défis qui attendent le secteur automobile avec la transition énergétique ift.tt/ZAqEFtM,2023-04-10,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique Les défis qui attendent le secteur automobile avec la transition énergétique - Laminute.info ift.tt/ScMWNq2,2023-04-10,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Quand le monde raisonne a une transition énergétique voilà une ici vivante en 2023 mais un raisonnement de l'Antiquité, Un vrai kasaiën n'a pas peur, nous avons affronter Kabila et nous l'avons chassé, pourquoi n'est pas nous éliminer en c temps là? Toza Awa",2023-04-10,0.7321,Positif,Développement de la production d'énergie et réglementations européennes
Ça favorise la transition énergétique.,2023-04-10,0.4404,Positif,Plan d'investissement industriel
"Rassurez vous, dans une semaine, l'Allemagne aura avancé d'un grand pas dans la direction de sa transition énergétique.

Alors que nous, au contraire, nous stagnons...",2023-04-10,0.7657,Positif,Transition énergétique et politique gouvernementale
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-10,0.5991,Positif,Développement de la production d'énergie et réglementations européennes
"A partir du point 33, c'est les défis planétaires qui sont abordés, sécurité alimentaire, liberté commerciale, transition énergétique des économies émergentes, gestion des dettes, protection de la nature et lutte contre le réchauffement climatique.",2023-04-10,0.3595,Positif,Plan d'investissement industriel
"Télétravail et économies d'énergie : une étude présentée par le ministre de la Transition #énergétique à une soixantaine de grandes entreprises françaises
En savoir plus : ow.ly/OOU7104CkwW",2023-04-10,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Quand je dis que je suis contre l’IVG, je parle bien entendu de transition énergétique car je suis contre l’IVG Immobilien, une entreprise allemande propriétaire des stockages Etzel où est entreposée une partie des réserves stratégiques de pétrole de l’Allemagne.",2023-04-10,0.5696,Positif,Développement de la production d'énergie et réglementations européennes
"Quand je dis que je suis contre l’IVG, je parle bien entendu de transition énergétique car je suis contre l’IVG Immobilien, une entreprise allemande propriétaire des stockages Etzel où est entreposée une partie des réserves stratégiques de pétrole de l’Allemagne.",2023-04-10,0.5696,Positif,Développement de la production d'énergie et réglementations européennes
"Santé devrait être moteur roue stratégie de développement transfert déterminisme rapports générations en voie développer davantage leurs territoires. 
1 définition. 
Réflexions 
Missions 
Continuité des actions entreprises. 
Durée transition énergétique. 3effets. 
Efforts pour t",2023-04-10,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
Je pense que la voiture thermique empire sérieusement la situation alors que la voiture électrique est une composante importante de la transition énergétique. Mais je ne crois certainement pas que le VE est une fin en soit qui va sauver le monde😉,2023-04-10,0.68,Positif,Développement de la production d'énergie et réglementations européennes
En plus d’offrir une alternative plus propre elle est une sorte de cheval de Troie qui pénètre les consciences et les ouvrent aux autres moyens efficaces et nécessaires à la transition énergétique.,2023-04-10,0.5778,Positif,Projet d'énergie durable et politiques gouvernementales
Et elle permet de mieux comprendre les concepts de rendement énergétique pour les appliquer à d’autres domaines tout aussi utiles à la transition énergétique.,2023-04-10,0.8402,Positif,Développement de la production d'énergie et réglementations européennes
Je me demande comment vous aller accompagner la transition énergétique ces 15 prochaines années...,2023-04-10,0.5271,Positif,Développement de la production d'énergie et réglementations européennes
"La France vit au-dessus de ces moyens : défit budgétaire 165Md€, déficit commercial 165Md€, dette 3000Md€. Besoins d’investissement immenses : transition énergétique, santé, éducation, justice, défense.
Il faudra augmenter les impôts et que le régime des retraites s’équilibre.",2023-04-10,0.7096,Positif,Développement de la production d'énergie et réglementations européennes
Pas avec mes sous (je vais changer de fournisseur du coup) investissez dans le programme ITER c'est l'avenir. La transition énergétique est une vaste fumisterie qui profite à une poignée de lobbies  et coûte très cher à la population.Ecoutez Loïc L Prigent...,2023-04-10,0.5495,Positif,Énergies renouvelables et croissance économique
Et moi je crois dans une transition énergétique inspirée des sciences et des technologies qui ne frustre pas les gens comme le ferait une décroissance brutale et imposée. Si on offre des alternatives qui diminuent notre impact sans (trop) frustrer on accélérera l’engouement,2023-04-10,0.1523,Positif,Développement de la production d'énergie et réglementations européennes
"7
On peut s'interroger sur la DIFFÉRENCE entre L'IMPORTANCE de son POUVOIR sur les questions sociétales (transition énergétique, LGBTI+, etc) et la MÉCONNAISSANCE du grand public de son influence réelle voire même de son existence.
Une OMERTA qui en rappelle une autre (FM).
⤵️",2023-04-11,0.8516,Positif,Économie française et recherche en énergie.
"C'est un comble!
Comment la transition énergétique entraîne l'effondrement de nos industries...",2023-04-11,0.5271,Positif,Développement de la production d'énergie et réglementations européennes
"Cette friche qui était tout sauf une friche mais une infrastructure essentielle pour la transition énergétique, pour le futur.",2023-04-11,0.4404,Positif,Économie française et recherche en énergie.
"Les pays possédant les matières premières mettent en place toujours plus de régulations / restrictions à l'exportation. Pour les matières les plus critiques et essentielles à la transition énergétique, elles sont passées de 2.500 en 2009 à 13.000 en 2020.
oecd-ilibrary.org/docserver/…",2023-04-11,0.7276,Positif,Plan d'investissement industriel
Transition énergétique : Il faut « traiter l’indemnisation des préjudices » – via @lemondefr lemonde.fr/economie/article/…,2023-04-11,0.4215,Positif,Développement de la production d'énergie et réglementations européennes
"Les municipalités jouent un rôle déterminant dans la transition énergétique. Soutenez la campagne Le Gaz, Naturellement Risqué en envoyant une lettre pré-écrite à votre municipalité pour adopter une loi pour sortir le gaz ""naturel"" des bâtiments du Québec!
sortonslegaz.com/greenpeace-…",2023-04-11,0.8622,Positif,Énergies renouvelables et croissance économique
"Nucléaire: dans l'Essonne, le gouvernement défend un ""plan Marshall des compétences"": La ministre de la Transition énergétique Agnès Pannier-Runacher a défendu mardi la mise en place d'un ""plan Marshall des compétences"" qui doit créer ""10.000 nouveaux… dlvr.it/SmKyqw",2023-04-11,0.7177,Positif,Développement de la production d'énergie et réglementations européennes
Quand l'@OFA_TE cette ingérence Allemande au sein du ministère de la transition Energétique va-t-elle être dissoute ? fr.friends-against-wind.org/…,2023-04-11,0.4926,Positif,Économie française et recherche en énergie.
"N'oubliez pas de vous inscrire à notre colloque --> Modéliser la complexité de la transition énergétique vers la carboneutralité : un défi pluridisciplinaire. 11 et 12 mai 2023
Acfas
lnkd.in/eeZUuzHM",2023-04-11,0.6219,Positif,Développement de la production d'énergie et réglementations européennes
_xDFE2__xD83D_ Remerciements à l'équipe de l’IFMEREE pour la visite de son centre de formation aux métiers des énergies renouvelables de Tanger. Une formation d'excellence pour les jeunes tournée vers la transition énergétique. Un beau partenariat accompagné par l'@AFD_France,2023-04-11,0.8718,Positif,Économie française et recherche en énergie.
"La croissance de l'Afrique reste faible, la région pourrait mieux valoriser ses ressources naturelles en période de forte demande liée à la transition énergétique horizon-news.net/index.php/a…",2023-04-11,0.7506,Positif,Énergies renouvelables et croissance économique
"#Angola #Uranium

La Namibie est le premier producteur africain d'uranium. Alors que ce minerai rencontre un intérêt croissant en raison de la transition énergétique, l'Angola veut se lancer sur ce nouveau marché en tirant profit de l’expérience namibienne.

Les deux pays ont tenu cette semaine plusieurs échanges portant sur la coopération dans l’exploitation des diamants en haute mer et de l’uranium, deux secteurs qui dominent le secteur minier namibien, a indiqué l'agence Ecofin.",2023-04-11,0.8555,Positif,Transition énergétique et politique gouvernementale
"La collaboration intercommunale est une recette qui fonctionne et qui permet d'avancer dans la transition énergétique ! 💚💙 
Merci à notre Conseiller communal, Gwenaël Richard, en charge de l'énergie à #Massongex, d'être parmi les instigateurs ☀☀ ☀☀ 
#leCouragedAgir",2023-04-11,0.8061,Positif,Développement de la production d'énergie et réglementations européennes
"Les dessous de la transition énergétique
francetvinfo.fr/replay-magaz…",2023-04-11,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Les dirigeants de l'UE sont tombés sous l'emprise des gourous de la secte climatique. Ils détruisent l'économie européenne.
#transition énergétique #UE #TikTok vm.tiktok.com/ZMYGa691K/",2023-04-11,-0.3987,Negatif,Développement de la production d'énergie et réglementations européennes
"C’est certain que les travailleurs concernés doivent s’auto-organiser et prendre un rôle central dans l’élaboration et la mise en œuvre de la transition énergétique, en attendant je reste attaché au principe de respect de la diversité des tactiques 😉

J’ai retrouvé le tweet :",2023-04-11,0.7506,Positif,"Énergie solaire et éolienne, politiques et réglementations"
➡️Cette journée marque également une étape importante dans le travail réalisé sur le devoir de mémoire du Débarquement de juin 1944. Un travail majeur qui permet de lier l’histoire de ce territoire à ce projet emblématique de la transition énergétique,2023-04-11,0.6114,Positif,Projet d'énergie durable et politiques gouvernementales
"La transition énergétique s'appuie aujourd'hui sur des industries aux externalités négatives importantes, ce qui représente un défi pour les investisseurs responsables. Cet article examine l'engagement comme alternative à l'exclusion : riacanada.ca/fr/magazine/un-… #ESG",2023-04-11,0.5093,Positif,Développement de la production d'énergie et réglementations européennes
"De la transition énergétique, les USA adopte l'IRA (Inflation Réduction Act) consistant en paquets de subventions.L'UE adopte des aides (subsides) pour réduire les émissions de CO2.Que des milliards!Bref,il s'agit des batteries élect. La Rdc,pays producteur,peut-elle en profiter?",2023-04-11,0.6884,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
Un rendez-vous à ne pas manquer sur la #transition énergétique @CemExperts @IndustrieFrance @FondsE5T @I4CE_,2023-04-12,0.5938,Positif,Développement de la production d'énergie et réglementations européennes
"#Benin: Voici des #choses à #savoir sur l'#Energie #solaire et la transition énergétique pour le #developpement #rural
#wasexo #Societe
@jeune_afrique @gouvbenin
@PatriceTalonPR @ortb_info
@PresidenceBenin @BWasexo
@BeninRetweets @BeninDiplomatie
libre-express.com/454/atelie…",2023-04-12,0.6808,Positif,Développement de la production d'énergie et réglementations européennes
"@boris_ravignon retoqué à l'@ademe : une bonne nouvelle pour la transition énergétique et l'environnement en France. L'argument du cumul des mandats aurait été décisif, mais pas celui de l'(in)existence des compétences dans le domaine du candidat.",2023-04-12,0.7351,Positif,Développement de la production d'énergie et réglementations européennes
Je ne savais pas que l'actuel ministère de la transition énergétique était antinucléaire.,2023-04-12,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Le remplacement est déjà sur la table avec les programmes et projets de transition énergétique. L'hydrogène est l'hypothèse la plus probable avec l'électrification à marche forcée. Pour le reste, les défis sont déjà eux aussi anticipés pour les plus lucides.",2023-04-12,0.3612,Positif,"Énergie solaire et éolienne, politiques et réglementations"
Transition énergétique: place au douloureux principe de réalité lopinion.fr/economie/transit…,2023-04-12,0.25,Positif,Transition énergétique et politique gouvernementale
... instantané mais assez rapide pour qu'on ait des problèmes à suivre dans la transition énergétique sans subir des pénuries et de toutes façons incapable de maintenir la mondialisation suffisante pour tout faire.,2023-04-12,0.234,Positif,Développement de la production d'énergie et réglementations européennes
"On va forcer les ménages à dépenser un argent qu’ils n’ont pas pour de nouveaux  équipements poussés par quelques groupes européens, sur fond de subventions publiques… Vive la transition énergétique !",2023-04-12,0.6298,Positif,Énergies renouvelables et croissance économique
"C'est ça, leur problème c'est certainement le climat. 
L'aide alimentaire mondiale c'est  8 milliards/an pour le monde entier
La transition énergétique c'est 60 milliards en 2023 juste pour la France.",2023-04-12,0.7081,Positif,Développement de la production d'énergie et réglementations européennes
"Avec une approche axée sur le client pour accroître l’utilisation des véhicules électriques, le Canada sera bien placé pour être un leader de la transition énergétique. Lisez un article de Sara Ganowski dans
@ElectricAutonmy: go.ey.com/3mrPWEe
#EYCanada",2023-04-12,0.5423,Positif,Émissions de CO2 et transition énergétique
"Blablabla, ce gloubiboulga sur la transition énergétique ne passe plus.  La France est déjà dans ls pays vertueux pour le co2, & les français sont saturés par les restrictions, les pénuries & les prix astronomiques de l'alimentation & de l'énergie. 
Alors occupez vous ds français",2023-04-12,0.8658,Positif,Développement de la production d'énergie et réglementations européennes
"« Accentuer les efforts de sobriété ». La ministre de la Transition énergétique Agnès Pannier-Runacher demande aux entreprises de donner l’exemple « pour entraîner ensuite les Français », en baissant notamment leur consommation de carburant midilibre.fr/2023/04/12/notr…",2023-04-12,0.4404,Positif,Plan d'investissement industriel
"📢 LA TRANSITION ENERGETIQUE : 5/05 - 10H/11H 
✅ Enjeux climatiques, énergétiques et environnementaux
✅ Mobilité verte 
✅ Efficacité énergétique
✅ Production d'énergie
✅ Financement et investissements ""Green""
⏩lnkd.in/eFbVdu8v
#transitionenergétique #mobiliteverte",2023-04-12,-0.3668,Negatif,Développement de la production d'énergie et réglementations européennes
"Complètement d'accord avec toi. Les liens et arguments sont faiblement rapportés à la science, et la causalité/correlation des éléments décrits est douteuse. Tes points sur la technologie, l'inéquité entres les pays et la transition énergétique, etc. sont très justes aussi.",2023-04-12,0.197,Positif,Plan d'investissement industriel
"""Notre ambition est d’augmenter la production d’électricité d’origine nucléaire"". Entretien avec la ministre de la Transition énergétique, Agnès Pannier-Runacher ⁦@Ecologie_Gouv⁩ @AgnesRunacher⁩  midilibre.fr/2023/04/12/notr…",2023-04-12,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"On nous place la « transition énergétique » comme une fatalité sans se demander si on en a vraiment besoin, puisque notre énergie est déjà verte et renouvelable. 🤷‍♂️🤷‍♂️🤷‍♂️

lesaffaires.com/strategie-d-…",2023-04-12,-0.3818,Negatif,Projet d'énergie durable et politiques gouvernementales
"On doit faire appel à l’hydrogène pour répondre aux besoins énergétiques du pays et de la planète dans un contexte de sécurité énergétique, de transition énergétique et de grands impératifs climatiques.
 
Pour en savoir plus : ow.ly/GiXt30suSna",2023-04-12,0.8481,Positif,Développement de la production d'énergie et réglementations européennes
Transition énergétique: place au douloureux principe de réalité lopinion.fr/economie/transit…,2023-04-12,0.25,Positif,Transition énergétique et politique gouvernementale
"Je vois très bien ce que tu veux dire.

Mais je ne pense pas que ce soit les mêmes personnes pour autant.

Nucléaire, ENR, voiture électrique, transition énergétique, sobriété... la même hauteur de vue, pas les mêmes personnes.

Après peu de commentaires par rapport aux ❤️",2023-04-12,0.6354,Positif,"Énergie solaire et éolienne, politiques et réglementations"
[Transition énergétique] La future loi de programmation énergie-climat (LPEC) suspendue à la crise politique buff.ly/41nMh9w Extrait du briefing de @ContexteTransp,2023-04-12,-0.68,Negatif,Énergies renouvelables et croissance économique
"À Washington, discussion à point nommé avec Directrice Département Afrique @AtlanticCouncil @ramayade et son équipe :
- Sécurité & #Sahel 
- Accélérer la Transformation Digitale 
- La Technologie comme moteur de Croissance
- Changement Climatique & Transition Énergétique",2023-04-13,0.783,Positif,"Énergie solaire et éolienne, politiques et réglementations"
Transition énergétique: Le Maroc cité en exemple par la Banque mondiale aujourdhui.ma/economie/trans…,2023-04-13,0.4404,Positif,Plan d'investissement industriel
Des nouvelles de la transition énergétique allemande.,2023-04-13,0.4019,Positif,Développement de la production d'énergie et réglementations européennes
"Sur tous les sujets, le narratif officiel se fracasse contre le mur de la réalité et pourtant, les voix dissidentes sont quasi censurées : injections anti Covid, guerre en Ukraine, transition énergétique…",2023-04-13,-0.7269,Negatif,Énergies renouvelables et croissance économique
"Rencontre avec Ousmane Mamadou Kane, Ministre des Affaires Economiques et des secteurs productifs de la #Mauritanie 🇲🇷 et sa délégation.

Nous avons échangé sur l'économie, la transition énergétique et les projets soutenus par la @BanqueMondiale pour un développement inclusif.",2023-04-13,0.7088,Positif,Développement de la production d'énergie et réglementations européennes
"En attendant les variants .

Wé wé.... ou la prochaine inondation.
Le #Walgov pourra offrir des chaufferettes électriques aux sinistrés.
Juste avant la pseudo crise de l'énergie.
Transition énergétique agenda EU 2025.
Vous nous prenez vraiment pour des cons hein.",2023-04-13,-0.7515,Negatif,Plan d'investissement industriel
"Le capital-investissement, acteur clé de la transition énergétique. @corporateknight @INSEAD buff.ly/41p7hN1",2023-04-13,0.4926,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
"Quel dogmatisme, les allemands sont un peuple souverain et nous donne une leçon en matière de transition énergétique tout en transitionnant hors de l'atome.

Avec les 20 milliards de l'EPR d'une puissance de 1,6GW on aurait pu construire 10 parc éoliens offshore de 500 MW => 5GW",2023-04-13,0.6553,Positif,Enjeux énergétiques mondiaux et financement de la transition
"""Les idées reçues sur la transition énergétique allemande sont légion en France. Pour les uns c´est un modèle à suivre, pour les autres c´est un véritable fiasco. Sur la base des informations référencées sur des sources officielles, les lecteurs pourront se former une opinion """,2023-04-13,0.7906,Positif,Développement de la production d'énergie et réglementations européennes
"Le 01 Novembre 2022, un communiqué du Ministère de la Transition Energétique et du Développement Durable (MTEDD) annonçait : ""… le MTEDD et l'Office National de l'Electricité et de l'Eau Potable (ONEE) ont lancé une expérience originale d'incitation à

ecoactu.ma/aucune-baisse-ven…",2023-04-13,0.7998,Positif,Énergies renouvelables et croissance économique
"C’est ASP et le ministère de la transition énergétique qui est le portail dédié à ce chèque où il y a un simulateur 
Allez sur le site chèque énergie où l’on fait la demande pour l’aide sur l’elec ou gaz et cliquez sur le lien vous arriverez sur le site",2023-04-13,0.8313,Positif,Développement de la production d'énergie et réglementations européennes
"C’est + de 10 ans de travail collectif pour que nous soyons sécurisés en #énergie et ce n’est pas fini ! 

Nous allons avoir de + en + recours à l’électricité dans notre quotidien. Toutes les sources d’électricité décarbonées sont nécessaires à la transition énergétique.",2023-04-13,0.8065,Positif,Énergies renouvelables et croissance économique
"Pardonnez moi, je perçois mal le lien entre votre appel à accélérer la transition énergétique (que je soutiens sans réserve) et le soutien - si je comprends bien car le propos n’est guère clair - à des manifestations violentes contre une retenue d’eau.

A fortiori quand la pertinence de la retenue d’eau a été validée par des experts du domaine (qui n’est pas le vôtre)",2023-04-13,0.1045,Positif,Développement de la production d'énergie et réglementations européennes
"Oui j’ai douté au début c’est pour ça que je suis allé sur un PC et vous arrivez sur le site de la transition énergétique 
Vous pouvez y accéder par le site chèque énergie où l’on fait la simulation",2023-04-13,0.4389,Positif,Développement de la production d'énergie et réglementations européennes
"Comment le parti @lesRepublicains veut torpiller la sécurité d'approvisionnement en électricité et la transition énergétique ? Simple, il dépose une PPL visant à limiter le développement de l'éolien. assemblee-nationale.fr/dyn/1… On attend le texte exigeant le retour de l'UNGG.",2023-04-13,0.3786,Positif,Développement de la production d'énergie et réglementations européennes
"en attendant les 3GW de nucléaire manquant vont inévitablement pousser les centrales fossiles,  gaz et charbon,  à tourner davantage",2023-04-13,-0.3595,Negatif,Développement de la production d'énergie et réglementations européennes
"Pour assurer la transition énergétique, l’UE a décidé qu’à l’horizon 2035, le parc automobile serait 100 % électrique. C’est le #lithium qui devient une ressource naturelle très convoitée et un élément stratégique. Va-t-on assister au retour des mines ?
toutsurgoogle.com/lithium-le…",2023-04-13,0.9114,Positif,Enjeux énergétiques mondiaux et financement de la transition
Transition énergétique : Bruxelles espère trouver un accord rapide avec les États-Unis sur les matériaux critiques sudouest.fr/environnement/cl…,2023-04-13,0.5994,Positif,Développement de la production d'énergie et réglementations européennes
"Les Institutions de Bretton Woods doivent être réformées pour mieux répondre aux besoins des Etats Membres. Les engagements pris en faveur des financements pour le climat tardent à se matérialiser. 
Nous comptons sur une transition énergétique  juste #Senegal",2023-04-13,0.8176,Positif,Développement de la production d'énergie et réglementations européennes
Le tweet initial qui parle de faire la transition énergétique en  détruisant un village pour mettre une centrale est sans rapport avec la remarque qu'on détruit aussi un village pour un barrage ???,2023-04-13,-0.5171,Negatif,Projet d'énergie durable et politiques gouvernementales
"Transition énergétique : L’Alberta est « bien placée », dit un ministre fédéral rc.ca/SmVyTX",2023-04-14,0.4767,Positif,Développement de la production d'énergie et réglementations européennes
lancées récemment que ce soit le chantier de la protection sociale ou la Charte de l’investissement De plus concernant la transition énergétique des lois qui étaient attendues depuis longtemps ont enfin été adoptées Il a également souligné l’importance d’assurer,2023-04-14,0.2263,Positif,Développement de la production d'énergie et réglementations européennes
"Lieg wahrscheinlich daran, dass das in den anderen Ländern “transition energetique”, “transizione energetica”, “energy transition” oder ähnlich heißt. Heißt aber nicht dass die Länder nichts machen.",2023-04-14,0.0,Neutre,Plan d'investissement industriel
La transition énergétique est un enjeu crucial pour l'avenir de notre  planète. Il est essentiel que nous nous engagions dès maintenant dans  des actions concrètes pour réduire notre dépendance aux énergies  fossiles et favoriser l'utilisation de sources d'énergie renouvelable.,2023-04-14,0.7351,Positif,Développement de la production d'énergie et réglementations européennes
"#ConseilMEL 
👉Isabelle Mariage soutient la délibération et rappelle la nécessité d'un réseau de chaleur fort, solide et contribuant aux objectifs nationaux de la transition énergétique.
@MEL_Lille 
#ThreadAvenir",2023-04-14,0.7269,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"Je peux ajouter qu’il est vrai que produire des déchets radioactifs est une mauvaise chose, mais il ne faut pas faire le sophisme de la solution parfaite. Le nucléaire est un élément clé de notre transition énergétique. Enfin, personne ne peut dire où sera France dans 1000 ans.",2023-04-14,0.1759,Positif,Émissions de CO2 et transition énergétique
"NegaWatt est utopique, il nécessite des baisses de conso drastiques aux conséquences dramatiques et inacceptables. Pour consommer moins de pétrole/gaz il faut davantage d'électricité, ce qu'oublie NegaWatt obnubilé par la sortie du nucléaire.",2023-04-14,-0.7906,Negatif,Plan d'investissement industriel
Les émissions de CO2 de l'Allemagne restent beaucoup plus élevées que celles des pays qui utilisent le nucléaire.,2023-04-14,0.0,Neutre,Plan d'investissement industriel
"L'Allemagne ne consommerait plus de charbon si elle n'avait pas fermé de réacteurs. Sa consommation de charbon a augmenté en 2022. ""les centrales en Allemagne alimentées par ce combustible ont produit en 2022 presque 12% d'électricité en plus qu'en 2021"" connaissancedesenergies.org/…",2023-04-14,0.5053,Positif,Émissions de CO2 et transition énergétique
"les déchets nucléaires font 0 morts par an. L'@Andra_France les gère très professionnellement. Les plus problématiques seront à 500m sous terre et ne gêneront personne, sauf si les antinucléaires empêchent le projet Cigeo.",2023-04-14,0.0788,Positif,Projet d'énergie durable et politiques gouvernementales
"La politique de transition énergétique de construction des éoliennes détruit les paysages, la faune, la flore et les terres agricoles pour une efficacité énergétique médiocre.
Un remède pire que le mal… cela évoque injections Covid.",2023-04-14,0.4767,Positif,Développement de la production d'énergie et réglementations européennes
Le danger qu’il ne voit pas c’est que les collapsollogues font prendre de mauvaises décisions car on aura besoin d’argent donc de croissance pour financer la transition énergétique chez nous et surtout chez les autres.,2023-04-14,-0.3612,Negatif,Énergies renouvelables et croissance économique
"Anti Enr et antivoitures électriques,  même combat, les complotistes s'imaginent avoir trouvé des vérités qui n'en sont pas, leurs arguments ne résistent pas à une analyse rigoureuse, et des chiffres justes, dommage, ils ralentissent la transition énergétique",2023-04-14,-0.2023,Negatif,Développement de la production d'énergie et réglementations européennes
4. Bardella manie parfaitement la critique des politiques écologiques simplistes et destructrices d’EELV et de LFI qui consiste à dire faisons des voitures électriques et réduisons le nucléaire pour faire la transition énergétique. (11/x),2023-04-14,-0.4738,Negatif,Transition énergétique et politique gouvernementale
"Ceux qui ont creusé un minimum le sujet savent que la transition énergétique est une vue de l’esprit sans aucun lien avec la réalité et que la voiture électrique ne résoudra en rien nos problèmes, mais au contraire les accentuent et contribueront à la désindustrialisation (12/x)",2023-04-14,0.5178,Positif,Plan d'investissement industriel
"Le nouveau SLAC-Stanford Battery Center cible les obstacles à une transition énergétique durable
slac.stanford.edu/news/2023-…",2023-04-14,0.0258,Neutre,Énergies renouvelables et croissance économique
"_xDD1D__xD83E_On y reviendra mais à @villedegrasse & ses 23 écoles primaires, la @BanqueDesTerr des territoires accompagne la #collter à la rénovation énergétique de son bâti scolaire : 👉économiser + éduquer à la transition énergétique & écologique ! 🌱 #RenodesTerr",2023-04-14,0.7494,Positif,Développement de la production d'énergie et réglementations européennes
Tema la gueule de la transition énergétique 😏,2023-04-14,0.6908,Positif,Développement de la production d'énergie et réglementations européennes
"Flo, je pense que tu peux être particulièrement bénéfique à la transition énergétique. Tu brasses tellement de vent et personne ne t'écoute ou te soutiens, on pourrait te recycler en éolienne, je suis sûr qu'à toi tout seul tu arriverais à alimenter une ville de taille moyenne!",2023-04-14,0.5093,Positif,Émissions de CO2 et transition énergétique
_xDCF7__xD83D_Pour plus d’informations sur la transition énergétique allemande : sortirdunucleaire.org/Transi…,2023-04-14,0.3826,Positif,Développement de la production d'énergie et réglementations européennes
Une transition énergétique réussie,2023-04-15,0.6908,Positif,Développement de la production d'énergie et réglementations européennes
"Une journée historique après des années de lutte ! ✊🏼🥳

👉 Sortie du #nucléaire 🚫☢️🛢🔚
👉 Transition énergétique ambitieuse ☀️🌬🌊 🪵
👉 Sobriété énergétique 📉💡🚿 ⚠️
Vivement la même chose en 🇨🇭, on lâche rien ! #SortieDuNucléaire
rts.ch/info/monde/13941799-j…",2023-04-15,0.5216,Positif,Développement de la production d'énergie et réglementations européennes
"""Transition énergétique ambitieuse""
euractiv.fr/section/energie/…",2023-04-15,0.7184,Positif,Développement de la production d'énergie et réglementations européennes
Ils doivent faire semblant d'être un pays sensible à la question climatique tout en repoussant décennie après décennie la décarbonation de l'électricité - l'étape la plus facile de la transition énergétique.,2023-04-15,0.4577,Positif,Transition énergétique et politique gouvernementale
"Non par contre la blague du modèle allemand de transition énergétique, c'était marrant en 2011, c'était agaçant en 2017, mais la ça devient juste fatiguant",2023-04-15,0.7256,Positif,Économie française et recherche en énergie.
"Les pressions sur l’eau, face ignorée de la transition énergétique theconversation.com/les-pres… via @FR_Conversation",2023-04-15,-0.0772,Negatif,Développement de la production d'énergie et réglementations européennes
Transition énergétique : L'Allemagne tourne ce samedi la page du nucléaire - France Live ift.tt/6vGmg19 #airpollution #pollutionair #QAI #IAQ,2023-04-15,0.5399,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
"Tes  éléments de langage sont prêts ? T’as révisé ? Tes copains ont pas trop potassé la fin de vie, le travail des seniors et la transition énergétique vu que ça va finir aux oubliettes. Mais je suis sûr que tu vas exceller sur l’urgence de garantir la valeur travail !",2023-04-15,0.9072,Positif,Développement de la production d'énergie et réglementations européennes
"[ 🇫🇷 FRANCE | 🇩🇪 ALLEMAGNE ]

🔸 Alors que d’ici minuit les dernières centrales nucléaires allemandes seront déconnectées du réseau, en France le ministère de la Transition énergétique réagit :",2023-04-15,0.594,Positif,Développement de la production d'énergie et réglementations européennes
