Content,Clean_Tweet,Date,Thème TEner,Thème Énergétique,Thème TEco,Thème Écologique
Électrification et transition énergétique : Enedis et RTE embauchent à tour de bras my.sociabble.com/CM3dqhsQTpu…,"['électrification', 'enedis', 'rte', 'embaucher', 'tour', 'bras', 'mysociabblecomcm3dqhsqtpu']",2023-02-16,Thème 6,Emploi et dynamique économique,Thème 8,Collectivités territoriales et développement durable
Transition énergétique: Enedis accélère les embauches et les apprentissages  my.sociabble.com/F4TKx4YfwKQ…,"['enedis', 'accélérer', 'embauche', 'apprentissage', 'mysociabblecomf4tkx4yfwkq']",2023-02-16,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 6,Emploi et industrie écologique
"12. CM #Louveciennes > En Investissement, la situation impose de revoir le programme prévisionnel et de l’orienter vers la transition énergétique pour diminuer les dépenses de fonctionnement.","['cm', 'louvecienne', 'investissement', 'situation', 'imposer', 'revoir', 'programm', 'prévisionnel', 'orienter', 'diminuer', 'dépenser', 'fonctionnement']",2023-02-16,Thème 4,Financement et développement public,Thème 1,Soutien et financement de projets écologiques
"La transition énergétique est plus qu'une réalité en Côte d'Ivoire. 🇨🇮
Évolution est mieux que fédération. Vanhouan 🤣","['quune', 'réalité', 'côte', 'divoir', 'évolution', 'fédération', 'vanhouan']",2023-02-16,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 9,Politiques écologiques du président Emmanuel Macron
"Le titanic de la voiture électrique est lancé à partir des chantiers de l'Europe Mais il y a tellement d'icebergs sur la mer de la transition  énergétique : chinois , lithium , prix que je doute fort qu'il arrive à bon port . Ds 20 ans on en fera un bon film sur la vanité humaine","['titanic', 'voiture', 'électrique', 'lancer', 'partir', 'chantier', 'leurope', 'dicebergs', 'mer', 'chinois', 'lithium', 'prix', 'doute', 'fort', 'arriver', 'port', 'ds', 'faire', 'film', 'vanité', 'humain']",2023-02-16,Thème 3,Stratégies économiques et environnementales,Thème 3,Énergie et économie vers une société écologique
"""les 10 commandements...de la transition energetique""
Le Dogme, la croyance que le CO2 nous tue et les eoliennes nous sauvent","['commandementsde', 'energetiqu', 'dogm', 'croyance', 'co2', 'tue', 'eolienne', 'sauver']",2023-02-16,Thème 3,Stratégies économiques et environnementales,Thème 0,Politiques environnementales et écologiques du gouvernement français
"C’était un plaisir de féliciter Luc Rémont, nouveau PDG d’@EDFOfficiel, partenaire de longue date d’IFC.  Nous continuerons à renforcer les liens stratégiques entre nos deux institutions pour accélérer l’accès à l’énergie & la transition énergétique dans les économies émergentes.","['plaisir', 'féliciter', 'luc', 'rémont', 'pdg', 'edfofficiel', 'partenaire', 'long', 'date', 'ifc', 'continueron', 'renforcer', 'lien', 'stratégique', 'institution', 'accélérer', 'accès', 'énergie', 'économie', 'émergent']",2023-02-16,Thème 12,Innovation dans le secteur de l'énergie,Thème 8,Collectivités territoriales et développement durable
"@DenisPayre : ""Financement de la transition énergétique (100 G€) : comment fait-on dans un pays dont l'Etat est en déficit de 20-30% par an et avec une pression fiscale des plus élevées du monde ?""
#Libraction","['denispayr', 'financement', 'faiton', 'letat', 'déficit', 'pression', 'fiscal', 'élevé', 'mond', 'libraction']",2023-02-16,Thème 3,Stratégies économiques et environnementales,Thème 1,Soutien et financement de projets écologiques
"@DenisPayre : ""La transition énergétique est une formidable opportunité pour assainir la dépense publique : jamais on y arrivera sans assainir les dépenses publiques et sociales.""
#Libraction","['denispayre', 'formidable', 'opportunité', 'assainir', 'dépense', 'public', 'arriver', 'assainir', 'dépense', 'public', 'social', 'libraction']",2023-02-16,Thème 3,Stratégies économiques et environnementales,Thème 10,Services publics et transition écologique
"@DenisPayre : ""La droite libérale doit absolument construire un discours sur les sujets de la transition énergétique et ne pas se contenter de dire qu'il faut du nucléaire et puis c'est tout.""
#Libraction","['denispayre', 'libéral', 'construire', 'discours', 'sujet', 'contenter', 'nucléaire', 'libraction']",2023-02-16,Thème 3,Stratégies économiques et environnementales,Thème 9,Politiques écologiques du président Emmanuel Macron
"Aujourd’hui, la transformation de la filière automobile est une réalité dans le #GrandEst.

#SOVAB donne l’exemple de ce qu’est une transition énergétique réussie.

Notre région s’engage avec force pour devenir un pôle de référence mondiale du véhicule électrique !","['transformation', 'filièr', 'automobile', 'réalité', 'grandest', 'sovab', 'donne', 'réussie', 'région', 'engager', 'devenir', 'pôle', 'référence', 'mondial', 'véhicule', 'électrique']",2023-02-16,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 3,Énergie et économie vers une société écologique
"Trois piliers : 
- des « catalyseurs systémiques », qui déclenchent des comportements vertueux : marché du carbone, étiquetage, taxonomie verte
- la transition énergétique : nucléaire / xsmr, renouvelables
- les solutions sectorielles : construction bas carbone, SAF, etc","['pilier', 'catalyseur', 'systémique', 'déclencher', 'comportement', 'vertueux', 'marché', 'carbon', 'étiquetage', 'taxonomi', 'vert', 'nucléaire', 'xsmr', 'renouvelable', 'solution', 'sectoriel', 'construction', 'carbone', 'saf']",2023-02-16,Thème 7,Actualités économiques et environnementales,Thème 12,Écologie et construction de bâtiments durables
"Oui, l'histoire retiendra que la guerre 🇷🇺 en 🇺🇦 aura marqué un tournant pour la transition énergétique 🇪🇺 qui est devenue une question de souveraineté.","['lhistoir', 'retiendra', 'guerre', 'marquer', 'tournant', 'devenir', 'question', 'souveraineté']",2023-02-16,Thème 2,Énergie renouvelable et développement international,Thème 0,Politiques environnementales et écologiques du gouvernement français
"La transition énergétique syldave.
Con comme il est, y'a moyen de tenir facile deux heures à lui faire gober des bobards sans qu'il ne s'aperçoive de rien.","['syldav', 'con', 'ya', 'moyen', 'facile', 'heure', 'gober', 'bobard', 'saperçoiv']",2023-02-16,Thème 11,Recherche et développement dans l'industrie énergétique,Thème 0,Politiques environnementales et écologiques du gouvernement français
Merci @DecrypteEnergie de souligner la vitesse de deploiement comme variable essentielle des stratégies de transition énergétique! #cutTheCrap #faceTheMusicAndInstallSolar #solarWins #solaire,"['decrypteenergie', 'souligner', 'vitesse', 'deploiement', 'variable', 'essentiel', 'stratégie', 'cutthecrap', 'facethemusicandinstallsolar', 'solarwin', 'solaire']",2023-02-16,Thème 3,Stratégies économiques et environnementales,Thème 3,Énergie et économie vers une société écologique
"�� En 2023, le Crédit Agricole Toulouse 31 se mobilise autour de 4 priorités : l'environnement et la transition énergétique 🌏 , la cohésion et l'inclusion sociale 🤝 , les transitions agricole et agroalimentaire 🚜 , la santé et le bien vieillir… team31.ca-toulouse31.fr/soci…","['crédit', 'agricole', 'toulous', 'mobilis', 'autour', 'prioriter', 'lenvironnement', 'cohésion', 'linclusion', 'social', 'transition', 'agricole', 'agroalimentaire', 'santé', 'vieillir', 'team31catoulouse31frsoci']",2023-02-17,Thème 5,Emploi et formation dans le secteur de l'énergie,Thème 14,Agricultures et politiques environnementales
"#TransitionEnergetique A Bidart, Optera étend son offre d'aide à la transition énergétique et lance sa GTB - Placéco ift.tt/7fsJ04W","['transitionenergetiqu', 'bidart', 'opter', 'étendre', 'offr', 'daid', 'lance', 'gtb', 'placéco', 'ifttt7fsj04w']",2023-02-17,Thème 2,Énergie renouvelable et développement international,Thème 4,Santé et développement durable
#TransitionEnergetique Bpifrance a mobilisé 6 Mds€ pour la transition énergétique en 2022 - GreenUnivers ift.tt/Le2niNh,"['transitionenergetiqu', 'bpifrance', 'mobiliser', 'mds', 'greenuniver', 'iftttle2ninh']",2023-02-17,Thème 2,Énergie renouvelable et développement international,Thème 1,Soutien et financement de projets écologiques
C'est stupide penser qu'il faut faire une transition énergétique sans carbone,"['stupide', 'penser', 'carbon']",2023-02-17,Thème 11,Recherche et développement dans l'industrie énergétique,Thème 0,Politiques environnementales et écologiques du gouvernement français
L'Allemagne c'est 500 milliards de subvention pour la transition énergétique... pour au final cramer comme jamais du charbon. Voilà où nous amène une politique démagogique.,"['lallemagne', 'milliard', 'subvention', 'final', 'cramer', 'charbon', 'amène', 'politique', 'démagogique']",2023-02-17,Thème 3,Stratégies économiques et environnementales,Thème 1,Soutien et financement de projets écologiques
"6/n Donc une opération qui coûte très cher à l'Etat, sans du tout améliorer la situation financière d'EDF, au profit exclusif de groupes financiers et d'énergéticiens privés comme Total, et qui met en péril l'approvisionnement et la transition énergétique.","['6n', 'opération', 'coûter', 'letat', 'améliorer', 'situation', 'financier', 'dedf', 'profit', 'exclusif', 'groupe', 'financier', 'dénergéticien', 'priver', 'total', 'mettre', 'péril', 'lapprovisionnement']",2023-02-17,Thème 0,Politique énergétique et environnementale,Thème 0,Politiques environnementales et écologiques du gouvernement français
"P. Nyembo s'est dit déçu de la réponse du ministre Lescure, soulignant que la transition énergétique implique une connaissance approfondie de l'exploitation des matières premières, qui sont actuellement obtenues au prix de la vie des Congolais.","['nyembo', 'sest', 'déçu', 'réponse', 'ministr', 'lescure', 'souligner', 'impliquer', 'connaissance', 'approfondir', 'lexploitation', 'matière', 'premier', 'actuellement', 'obtenir', 'prix', 'vie', 'congolais']",2023-02-17,Thème 2,Énergie renouvelable et développement international,Thème 3,Énergie et économie vers une société écologique
Superprofits : les multinationales s'habillent en vert  - Total gagne actuellement 73 millions d'euros par jour. Des bénéfices qui financeraient notamment la transition énergétique. Qu'en est-il de ces belles promesses vertes ?  france.tv/france-2/cash-inve…,"['superprofit', 'multinational', 'shabiller', 'vert', 'total', 'gagner', 'actuellement', 'million', 'deuro', 'bénéfice', 'financer', 'quen', 'estil', 'bel', 'promesse', 'vert', 'francetvfrance2cashinve']",2023-02-17,Thème 0,Politique énergétique et environnementale,Thème 8,Collectivités territoriales et développement durable
Ville de #Cardet - Tout est prêt pour initialiser notre transition énergétique. La chouette éteindra l’éclairage public ce soir à minuit et le remettra en ligne demain... #InfoFlash info-flash.com/info-flash/ac…,"['ville', 'cardet', 'prêt', 'initialiser', 'chouette', 'éteindra', 'éclairage', 'public', 'soir', 'minuit', 'remettre', 'lign', 'demain', 'infoflash', 'infoflashcominfoflashac']",2023-02-17,Thème 11,Recherche et développement dans l'industrie énergétique,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Il manque les enfants de la ministre de la Transition énergétique, @AgnesRunacher
qui a légué ses actions de la société pétrolière nommée Arjunem,
liée elle- même à des paradis fiscaux via la société Perenco😎
francetvinfo.fr/politique/go…","['manqu', 'enfant', 'ministre', 'agnesrunacher', 'léguer', 'action', 'société', 'pétrolier', 'nommée', 'arjunem', 'lier', 'paradis', 'fiscal', 'société', 'perenco', 'francetvinfofrpolitiquego']",2023-02-17,Thème 12,Innovation dans le secteur de l'énergie,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Présidence de Macky Sall à l’Union africaine :
Placer l’Afrique au cœur des enjeux environnementaux du monde a dans le même temps été une des préoccupations de Macky Sall, à travers un activisme en faveur d’une transition énergétique juste et équitable.","['présidence', 'macky', 'sall', 'union', 'africain', 'placer', 'afrique', 'cœur', 'enjeux', 'environnementau', 'mond', 'temps', 'préoccupation', 'macky', 'sall', 'travers', 'activisme', 'faveur', 'équitable']",2023-02-17,Thème 3,Stratégies économiques et environnementales,Thème 1,Soutien et financement de projets écologiques
"Vous n'avez pas oublié la ministre de la Transition énergétique, @AgnesRunacher qui a légué ses actions de la société pétrolière nommée Arjunem,
liée elle- même à des paradis fiscaux via la société Perenco🤔
francetvinfo.fr/politique/go…","['navez', 'oublier', 'ministre', 'agnesrunacher', 'léguer', 'action', 'société', 'pétrolier', 'nommée', 'arjunem', 'lier', 'paradis', 'fiscal', 'société', 'perenco', 'francetvinfofrpolitiquego']",2023-02-17,Thème 12,Innovation dans le secteur de l'énergie,Thème 0,Politiques environnementales et écologiques du gouvernement français
"""L’absence de stratégie de planification pour répondre à la transition énergétique des gouvernements successifs a placé EDF dans un étau""

EDF : une destruction organisée via @Mediapart mediapart.fr/journal/economi…","['absence', 'stratégie', 'planification', 'répondre', 'gouvernement', 'successif', 'placer', 'edf', 'étau', 'edf', 'destruction', 'organiser', 'mediapart', 'mediapartfrjournaleconomi']",2023-02-17,Thème 0,Politique énergétique et environnementale,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Reforme des retraites, avenir d'EDF, combat contre le RN, et leçons de la pandémie... La ministre de la Transition énergétique, @AgnesRunacher sera l'invitée de ""Sens politique"", demain, à 12h45, sur @franceculture.","['reformer', 'retraite', 'avenir', 'dedf', 'combat', 'rn', 'leçon', 'pandémie', 'ministre', 'agnesrunacher', 'linviter', 'sens', 'politique', 'demain', '12h45', 'francecultur']",2023-02-17,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 12,Écologie et construction de bâtiments durables
Idées | La donne change au Québec en matière de transition énergétique bit.ly/3xw8SDS,"['ider', 'donne', 'change', 'québec', 'matière', 'bitly3xw8sds']",2023-02-17,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 13,Entreprises et transition écologique
"C’est un bon point, en écoutant le podcast on a l’impression que c’est un nouveau problème dû la transition énergétique. Or la Chine produit tout, pas seulement des métaux, et l’extraction des énergies fossiles a des impacts environnementaux très néfastes aussi.","['écouter', 'podcast', 'impression', 'problèm', 'devoir', 'chine', 'produit', 'métal', 'extraction', 'énergie', 'fossile', 'impact', 'environnemental', 'néfaste']",2023-02-17,Thème 13,Politique énergétique en Allemagne,Thème 3,Énergie et économie vers une société écologique
"Peut-on courir vers un monde plus ""vert"" en faisant constamment les choses à l’envers ?
Il y a un véritable coût humain à la transition énergétique et la France doit avoir une position plus claire et s’engager réellement contre les minerais du sang.","['peuton', 'courir', 'monde', 'vert', 'constamment', 'chose', 'véritable', 'coût', 'humain', 'france', 'position', 'clair', 'engager', 'réellement', 'minerai', 'sang']",2023-02-17,Thème 7,Actualités économiques et environnementales,Thème 8,Collectivités territoriales et développement durable
"La différence entre une feuille de route et la réalité ? Des mois voir années sur des projets pas aussi gros que la transition énergétique.
Dans les faits, l'Allemagne s'est gravement planté et cherche a noyer le poisson.","['différence', 'feuill', 'rout', 'réalité', 'mois', 'voir', 'année', 'projet', 'gros', 'fait', 'lallemagn', 'sest', 'gravement', 'planter', 'cherch', 'noyer', 'poisson']",2023-02-17,Thème 13,Politique énergétique en Allemagne,Thème 0,Politiques environnementales et écologiques du gouvernement français
"👍 Des acquisitions récentes qui renforcent l'offre de services, notamment dans l'immobilier ancien et la santé
🌍 Un positionnement en faveur de la transition énergétique et environnementale, avec une expertise reconnue dans la construction en bois et matériaux biosourcés 🌱🌿🏗️","['acquisition', 'récent', 'renforcer', 'loffre', 'service', 'limmobilier', 'ancien', 'santé', 'positionnement', 'faveur', 'environnemental', 'expertise', 'reconnaître', 'construction', 'boi', 'matériau', 'biosourcer']",2023-02-17,Thème 12,Innovation dans le secteur de l'énergie,Thème 4,Santé et développement durable
"et on a
Les locataires ne payant ni TaxHabitat ni transition énergétique Logt.
Les propriétaires payant TaxFoncière en ↗️ et agence,notaire,Adi,Capital+interets,et 100% de la transition énergétique du logement..
durement acquus en 25.. 30 ans...","['locataire', 'payer', 'taxhabitat', 'logt', 'propriétaire', 'payer', 'taxfoncière', 'agencenotaireadicapitalinteretset', 'logement', 'durement', 'acquu']",2023-02-17,Thème 13,Politique énergétique en Allemagne,Thème 3,Énergie et économie vers une société écologique
"La visite du Directeur Général de l'AFD sur le chantier du projet d'extension de la centrale hydroélectrique de Hoa Binh ! 
Un de nos projets phares pour la transition énergétique du Vietnam ! 
Du côté des autres !
#AFD #Vietnam #JETP #Ilovemyjob","['visite', 'directeur', 'général', 'lafd', 'chantier', 'projet', 'dextension', 'central', 'hydroélectrique', 'hoa', 'binh', 'projet', 'phare', 'vietnam', 'côté', 'afd', 'vietnam', 'jetp', 'ilovemyjob']",2023-02-18,Thème 2,Énergie renouvelable et développement international,Thème 14,Agricultures et politiques environnementales
"L’Europe est rentrée en économie de guerre. Plus d’énergie et de matière 1ère bon marché, une dette colossale, une balance commerciale en déclin rapide, une désindustrialisation généralisée et une transition énergétique basée sur du “vent”…","['europe', 'rentrer', 'économie', 'guerre', 'énergie', 'matière', '1ère', 'marché', 'dette', 'colossale', 'balance', 'commercial', 'déclin', 'rapide', 'désindustrialisation', 'généraliser', 'baser', 'vent']",2023-02-18,Thème 2,Énergie renouvelable et développement international,Thème 3,Énergie et économie vers une société écologique
"�� « Énergie, so Watt ? » 👉 C’est la nouvelle expo temporaire inaugurée jeudi & à découvrir à @citeco_officiel ! Expérience immersive garantie : se glisser dans la peau d’un décideur politique en quête d’une transition énergétique réussie. À vous de jouer. #seriousgame #énergie","['énergie', 'watt', 'nouveau', 'expo', 'temporaire', 'inaugurer', 'jeudi', 'découvrir', 'citecoofficiel', 'expérience', 'immersif', 'garantie', 'glisser', 'peau', 'décideur', 'politique', 'quête', 'réussie', 'jouer', 'seriousgame', 'énergie']",2023-02-18,Thème 2,Énergie renouvelable et développement international,Thème 0,Politiques environnementales et écologiques du gouvernement français
La part du véhicule électrique dans la transition énergétique - Aurore S... piped.video/shorts/WacSZaQnA… via @YouTube,"['véhicule', 'électrique', 'aurore', 'pipedvideoshortswacszaqner', 'youtub']",2023-02-18,Thème 6,Emploi et dynamique économique,Thème 3,Énergie et économie vers une société écologique
"Selon Jean-Baptiste Fressoz, la transition énergétique est un leurre
piped.video/7sEtafu1Y4k","['jeanbaptiste', 'fressoz', 'leurre', 'pipedvideo7setafu1y4k']",2023-02-18,Thème 1,Production d'énergie et transition énergétique,Thème 1,Soutien et financement de projets écologiques
Ahhh bah je vais répondre à ton questionnement ahaha ! Je suis chargée de communication dans une petite société qui est spécialiste des énergies renouvelables et de l’optimisation/transition énergétique☺️🍃,"['ahhh', 'répondre', 'questionnement', 'ahaha', 'charger', 'communication', 'petit', 'société', 'spécialiste', 'énergie', 'renouvelable', 'optimisationtransition']",2023-02-18,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 0,Politiques environnementales et écologiques du gouvernement français
"La transition énergétique est d’abord un immense défi industriel. Je rêve du jour où les médias nous présenteront les choses comme ça en France, loin des lubies décroissantes ou catastrophistes","['immense', 'défi', 'industriel', 'rêve', 'média', 'présenter', 'chose', 'france', 'loin', 'lubie', 'décroissant', 'catastrophiste']",2023-02-18,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 14,Agricultures et politiques environnementales
"Avant qu' @ellyesse entre en scène, différentes interventions se sont succédées sur les différents thèmes mis en avant par la candidate. 
Notamment la transition énergétique, la santé publique, l'école publique, la voix des jeunes/étudiants,..","['ellyesse', 'scène', 'intervention', 'succéder', 'thème', 'mettre', 'candidat', 'santé', 'public', 'lécole', 'public', 'voix', 'jeunesétudiant']",2023-02-18,Thème 4,Financement et développement public,Thème 10,Services publics et transition écologique
La transition énergétique c’est ce sur quoi je miserai.,['miserai'],2023-02-18,Thème 5,Emploi et formation dans le secteur de l'énergie,Thème 0,Politiques environnementales et écologiques du gouvernement français
Merci ! Ça fait d'autant plus plaisir que ça vient d'un des experts les plus intéressants qu'on suit sur la transition énergétique :),"['dauter', 'plaisir', 'venir', 'expert', 'intéressant']",2023-02-18,Thème 7,Actualités économiques et environnementales,Thème 12,Écologie et construction de bâtiments durables
"#JNI2023 : Du 4 au 19 mars partout en France, les ingénieurs se mobilisent lors des Journées Nationales de l’Ingénieur ! Inscrivez vous pour l'événement inaugural du 4 mars sur le thème ""Transition énergétique et écologique"" juste ici : 4mars.iesf.fr/","['jni2023', 'partout', 'france', 'ingénieur', 'mobilisent', 'journer', 'national', 'ingénieur', 'inscrire', 'lévénement', 'inaugural', 'thèm', 'écologique', '4marsiesffr']",2023-02-18,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 1,Soutien et financement de projets écologiques
"Minerais rares, critiques, stratégiques. Les Khmers verts européens sont contre les carrières, les mines, l'extraction. Nous allons souffrir, beaucoup. Nous dépendons de l'étranger. La transition énergétique va très mal se passer. #économie géologie #minerais","['minerai', 'critique', 'stratégique', 'khmer', 'vert', 'européen', 'carrière', 'mine', 'lextraction', 'souffrir', 'dépendre', 'létranger', 'mal', 'passer', 'économie', 'géologie', 'minerai']",2023-02-18,Thème 4,Financement et développement public,Thème 3,Énergie et économie vers une société écologique
"La transition énergétique et la décarbonisation de notre économie 👉 plein des défis mais beaucoup des opportunités aussi! ♻️ 🌱 🌎 

C’est pourquoi ça prendre un vrai plan de notre « super ministre » ! 

 lp.ca/ymrNTA?sharing…","['décarbonisation', 'économie', 'défi', 'opportunité', 'prendre', 'vrai', 'plan', 'super', 'ministre', 'lpcaymrntasharing']",2023-02-18,Thème 12,Innovation dans le secteur de l'énergie,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Taxer les comptes titres, c'est encore la classe moyenne qui va passer à la caisse. Ils veulent qu'on investisse dans la transition énergétique mais ils vont faire fuir les investisseurs","['taxer', 'compte', 'titre', 'classe', 'moyen', 'passer', 'caisse', 'investisse', 'fuir', 'investisseur']",2023-02-18,Thème 6,Emploi et dynamique économique,Thème 1,Soutien et financement de projets écologiques
La banque d'affaires Alantra confie son nouveau département sur la transition énergétique à François de Rugy lefigaro.fr/decideurs/carnet…,"['banque', 'daffaire', 'alantra', 'confier', 'département', 'françois', 'rugy', 'lefigarofrdecideurscarnet']",2023-02-18,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 14,Agricultures et politiques environnementales
"�� Pour profiter au mieux de la transition #énergétique et anticiper les inévitables changements de mode de consommation, moderniser votre #domicile semble être une bonne chose à faire. Afin de rendre certains usages plus pratiques et de les (...) guyhoquet.apibots.io/content…","['profiter', 'anticiper', 'inévitable', 'changement', 'mode', 'consommation', 'moderniser', 'domicil', 'chose', 'usage', 'pratique', 'guyhoquetapibotsiocontent']",2023-02-18,Thème 3,Stratégies économiques et environnementales,Thème 1,Soutien et financement de projets écologiques
"On continue la formation sur la transition énergétique. Un peu de saine lecture à venir.
#Iforel","['continuer', 'formation', 'sain', 'lecture', 'venir', 'iforel']",2023-02-18,Thème 0,Politique énergétique et environnementale,Thème 5,Économie et écologie : enjeux et perspectives
La part du véhicule électrique dans la transition énergétique - Aurore S... piped.video/shorts/WacSZaQnA… via @YouTube,"['véhicule', 'électrique', 'aurore', 'pipedvideoshortswacszaqner', 'youtub']",2023-02-18,Thème 6,Emploi et dynamique économique,Thème 3,Énergie et économie vers une société écologique
"Fin de la visite officielle AFD au #Vietnam.

Vous souhaitez mieux comprendre le partenariat 🇻🇳🇫🇷 autour de la transition énergétique juste #JETP et les engagements du pays lors de la #COP26 ?

Explications ici 👉bit.ly/3ShZbCr","['fin', 'visite', 'officiel', 'afd', 'vietnam', 'souhaiter', 'comprendre', 'partenariat', 'autour', 'jetp', 'engagement', 'cop26', 'explication', 'bitly3shzbcr']",2023-02-18,Thème 6,Emploi et dynamique économique,Thème 0,Politiques environnementales et écologiques du gouvernement français
"#Politique #Énergie 
Le terme "" transition énergétique "" est trompeur ou mal expliqué au public qui pense qu'on va réduire nos besoins énergies fossiles: pas du tout. 
Ils vont augmenter.
Prevision EIA 2020-2050","['politique', 'énergie', 'terme', 'trompeur', 'mal', 'expliquer', 'public', 'réduire', 'besoin', 'énergie', 'fossile', 'augmenter', 'prevision', 'eia']",2023-02-19,Thème 1,Production d'énergie et transition énergétique,Thème 3,Énergie et économie vers une société écologique
"On est sur la bonne trajectoire pour la "" transition énergétique "" imaginaire 😅","['trajectoir', 'imaginaire']",2023-02-19,Thème 3,Stratégies économiques et environnementales,Thème 12,Écologie et construction de bâtiments durables
Le clé pour faire descendre le coût et le délai est la fabrication en série et le retour d'expérience; le ⚛️ est notre outil le plus efficace pour avoir une transition énergétique faisable 🌍 qui a comme premier pilier d'avoir une réseau électrique qui tend vers le 100% vert IMO,"['clé', 'descendre', 'coût', 'délai', 'fabrication', 'séri', 'dexpérience', 'outil', 'efficace', 'faisable', 'pilier', 'davoir', 'réseau', 'électrique', 'vert', 'imo']",2023-02-19,Thème 6,Emploi et dynamique économique,Thème 1,Soutien et financement de projets écologiques
"Et puis cela ne dit rien sur le fait que si elle est volontaire ou opportuniste, si l’émiettement en est l’objectif ou la conséquence, cela change quoi que ce soit à ses impacts sur la transition énergétique!","['volontaire', 'opportuniste', 'émiettement', 'objectif', 'conséquence', 'chang', 'impact']",2023-02-19,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 11,Réformes écologiques et environnementales en France
Ça change beaucoup.Ça change qu'on ne saurait présenter la transition énergétique comme une des causes direct ou indirect (indirect en pensant how close) de la guerre au Congo.Oui elle peut être économique mais ne rien à avoir (pas ds l'absolu) avec la transition énergétique.,"['change', 'beaucoupça', 'chang', 'savoir', 'présenter', 'cause', 'direct', 'indirect', 'indirect', 'penser', 'clore', 'guerre', 'congooui', 'économique', 'ds', 'labsolu']",2023-02-19,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Encore une fois vous prenez les choses dans le mauvais sens.
L’exploitation des ressources en Afrique n’a pas attendu ni le transistor ni la voiture électrique.
La transition énergétique exaspère la course à certaines MP et donc fragilise les zones qui seront exploitées","['prenez', 'chose', 'mauvais', 'sentir', 'exploitation', 'ressource', 'afrique', 'transistor', 'voiture', 'électrique', 'exaspèr', 'course', 'mp', 'fragilis', 'zone', 'exploiter']",2023-02-19,Thème 12,Innovation dans le secteur de l'énergie,Thème 0,Politiques environnementales et écologiques du gouvernement français
La présence des minerais congolais sur le marché mondial ne s'explique QUE par le fait de la guerre volontairement économique ? Quelle est la portion de ces minerais congolais utile à la transition énergétique qui sont sur le marché mondial PAR le fait de cette guerre ?,"['présence', 'minerai', 'congolais', 'marché', 'mondial', 'sexpliqu', 'guerre', 'volontairement', 'économique', 'portion', 'minerai', 'congolais', 'utile', 'marché', 'mondial', 'guerre']",2023-02-19,Thème 2,Énergie renouvelable et développement international,Thème 0,Politiques environnementales et écologiques du gouvernement français
Les mêmes qui trouvent normal qu'un unique EPR ait 15 ans de retard reprochent à l'Allemagne de ne pas avoir achevé sa transition énergétique complète avec 15 ans d'avance 🤡,"['trouvent', 'normal', 'quun', 'epr', 'retard', 'reprocher', 'lallemagn', 'achever', 'complet', 'davance']",2023-02-19,Thème 4,Financement et développement public,Thème 2,Évolution de l'écologie et de l'environnement dans le temps
"Votre correcteur vous à fait écrire ""achevé sa transition énergétique"", aviez vous écris ""achevé la planète"" ou ""achevé son état de soumission complet aux importations Russes"" ?","['correcteur', 'écrir', 'achever', 'écrire', 'achevé', 'planèt', 'achever', 'soumission', 'complet', 'importation', 'russe']",2023-02-19,Thème 13,Politique énergétique en Allemagne,Thème 8,Collectivités territoriales et développement durable
"""Volontairement économique""... jusqu'où va cette volonté ?(régionale, internationale étatique ou privée etc.), je pose la question pour comprendre où le lien avec la transition énergétique au niveau mondial et la guerre en RDC est établi exactement.","['volontairement', 'économique', 'jusquoù', 'volonté', 'régional', 'international', 'étatique', 'priver', 'pose', 'question', 'comprendre', 'niveau', 'mondial', 'guerre', 'rdc', 'établir']",2023-02-19,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Merci Claudy Siar.
La question du coût humain de la transition énergétique doit être évoquée avec plus d’intérêt.
Le Congo est en proie à l’émiettement car la voie d’accès aux matières premières est inique et ne respecte pas notre humanité commune.","['claudy', 'siar', 'question', 'coût', 'humain', 'évoquer', 'intérêt', 'congo', 'proie', 'émiettement', 'accès', 'matière', 'premier', 'inique', 'respecter', 'humanité', 'commun']",2023-02-19,Thème 12,Innovation dans le secteur de l'énergie,Thème 3,Énergie et économie vers une société écologique
